Sales,Discount,Quantity,Shipping_Cost,Category,Market,Segment,Ship_Mode,Region,Month_Num,Quarter,Profit_Margin,Profit,Scenario
157,0.0,4,58.25,Office Supplies,APAC,Consumer,Standard Class,South,11,4,13.709072040136073,21.52,peak_season
109,0.0,4,52.5,Office Supplies,US,Consumer,Standard Class,EMEA,12,4,10.547830005226995,11.5,peak_season
316,0.8,7,150.42,Office Supplies,EU,Corporate,Standard Class,Southeast Asia,12,4,-33.62540463162122,-106.26,peak_season
119,0.0,3,0.0,Office Supplies,Africa,Home Office,Standard Class,Canada,12,4,18.619824464591744,22.16,peak_season
79,0.0,4,79.54,Office Supplies,APAC,Home Office,Standard Class,South,12,4,10.418496430231057,8.23,peak_season
796,0.3,5,29.64,Office Supplies,LATAM,Consumer,Second Class,North Asia,11,4,-6.165268104530085,-49.08,peak_season
205,0.7,4,41.77,Office Supplies,EU,Corporate,First Class,East,11,4,-26.621196791297795,-54.57,peak_season
260,0.6,2,113.95,Technology,LATAM,Consumer,Standard Class,South,12,4,-20.95396435454179,-54.48,peak_season
78,0.0,4,55.47,Furniture,US,Home Office,Standard Class,EMEA,11,4,9.622429658654362,7.51,peak_season
159,0.0,6,57.22,Office Supplies,US,Home Office,Standard Class,EMEA,12,4,13.72920425481547,21.83,peak_season
269,0.1,1,87.83,Office Supplies,APAC,Corporate,Standard Class,Caribbean,12,4,4.9031477874295515,13.19,peak_season
98,0.47,4,5.47,Office Supplies,EU,Corporate,Second Class,Central,12,4,-16.122365538649106,-15.8,peak_season
332,0.0,2,0.0,Office Supplies,EU,Corporate,Second Class,Southeast Asia,12,4,17.110283750361926,56.81,peak_season
152,0.2,6,0.0,Office Supplies,LATAM,Corporate,Standard Class,South,12,4,-0.922109346692892,-1.4,peak_season
195,0.0,1,0.0,Office Supplies,Africa,Consumer,Standard Class,West,12,4,10.206383596515487,19.9,peak_season
152,0.4,2,144.19,Office Supplies,EMEA,Consumer,Standard Class,EMEA,11,4,-10.890074938601684,-16.55,peak_season
1084,0.0,4,0.0,Furniture,US,Corporate,First Class,Africa,10,4,14.195866507529537,153.88,peak_season
243,0.0,7,13.7,Office Supplies,US,Corporate,Same Day,East,11,4,14.40923457600933,35.01,peak_season
105,0.0,3,10.52,Office Supplies,EU,Consumer,Standard Class,Southeast Asia,12,4,13.606256765653145,14.29,peak_season
475,0.0,2,43.99,Office Supplies,Africa,Home Office,Standard Class,East,11,4,15.13307639254682,71.88,peak_season
92,0.0,8,73.11,Office Supplies,US,Consumer,First Class,Central,12,4,9.762877701421043,8.98,peak_season
291,0.0,1,75.68,Office Supplies,US,Consumer,First Class,Oceania,11,4,16.484116961325096,47.97,peak_season
51,0.2,1,0.0,Technology,EMEA,Corporate,Standard Class,Central,12,4,7.150305094210933,3.65,peak_season
85,0.0,4,16.8,Office Supplies,LATAM,Corporate,Standard Class,EMEA,10,4,13.772074577712836,11.71,peak_season
288,0.2,2,42.57,Office Supplies,EMEA,Corporate,Standard Class,Africa,12,4,6.017773535389249,17.33,peak_season
445,0.0,1,12.13,Furniture,APAC,Consumer,Standard Class,EMEA,12,4,8.617511703140885,38.35,peak_season
282,0.0,5,118.47,Furniture,LATAM,Consumer,Standard Class,North,11,4,15.383726979760707,43.38,peak_season
224,0.0,4,54.51,Technology,LATAM,Corporate,Standard Class,Canada,11,4,18.463480996785755,41.36,peak_season
193,0.0,2,68.48,Office Supplies,Africa,Corporate,Standard Class,Central,12,4,13.99034223036548,27.0,peak_season
75,0.0,1,64.36,Technology,EMEA,Consumer,Standard Class,Oceania,11,4,17.940379093895064,13.46,peak_season
138,0.0,5,93.61,Office Supplies,US,Corporate,Second Class,EMEA,11,4,14.678205702567174,20.26,peak_season
170,0.0,5,36.75,Office Supplies,US,Consumer,Standard Class,Central,12,4,18.66084868925315,31.72,peak_season
574,0.07,3,0.0,Office Supplies,EU,Corporate,Standard Class,Central,12,4,7.5699626175869605,43.45,peak_season
324,0.0,8,49.28,Office Supplies,Africa,Home Office,Standard Class,Central Asia,12,4,12.712442282560206,41.19,peak_season
60,0.6,1,0.0,Office Supplies,EU,Consumer,Standard Class,North Asia,11,4,-17.89109132378256,-10.73,peak_season
319,0.0,1,0.0,Office Supplies,LATAM,Consumer,Same Day,North Asia,11,4,13.213395194448422,42.15,peak_season
181,0.1,2,59.97,Furniture,APAC,Corporate,Standard Class,Caribbean,12,4,8.701599231994775,15.75,peak_season
143,0.4,3,97.33,Furniture,US,Corporate,Standard Class,Central,12,4,-6.901692050973871,-9.87,peak_season
402,0.2,4,27.59,Technology,US,Corporate,Second Class,EMEA,12,4,4.794614919175099,19.27,peak_season
562,0.0,3,44.07,Office Supplies,LATAM,Home Office,Standard Class,Oceania,11,4,17.044086979725915,95.79,peak_season
519,0.0,4,123.91,Furniture,APAC,Corporate,First Class,North,11,4,8.538923155980424,44.32,peak_season
125,0.0,1,40.17,Office Supplies,EMEA,Home Office,Standard Class,EMEA,10,4,17.26419989420343,21.58,peak_season
192,0.47,7,175.44,Technology,APAC,Corporate,Standard Class,EMEA,11,4,-9.601728042039698,-18.44,peak_season
321,0.6,3,58.78,Office Supplies,US,Consumer,Standard Class,Africa,10,4,-19.580885153519354,-62.85,peak_season
537,0.27,6,0.0,Technology,Africa,Consumer,Standard Class,Africa,10,4,-0.1367162161061879,-0.73,peak_season
168,0.0,4,69.54,Office Supplies,EU,Consumer,First Class,Central,12,4,10.016749753298482,16.83,peak_season
212,0.1,5,48.21,Furniture,LATAM,Corporate,First Class,North,11,4,7.5097561942485145,15.92,peak_season
101,0.47,5,100.27,Furniture,US,Consumer,Standard Class,Africa,12,4,-22.390209457438363,-22.61,peak_season
94,0.0,4,64.95,Office Supplies,EMEA,Home Office,Standard Class,Africa,12,4,14.047948523272396,13.21,peak_season
472,0.0,5,18.44,Office Supplies,EU,Corporate,First Class,Central,12,4,17.82354559925991,84.13,peak_season
729,0.1,7,0.0,Furniture,Africa,Corporate,First Class,West,10,4,6.575693207619108,47.94,peak_season
232,0.2,4,14.4,Office Supplies,APAC,Consumer,Standard Class,Central,12,4,8.84502793436944,20.52,peak_season
550,0.6,5,0.0,Furniture,EU,Consumer,Standard Class,EMEA,12,4,-20.92467254225468,-115.09,peak_season
329,0.0,3,0.0,Office Supplies,US,Consumer,Standard Class,Southeast Asia,12,4,13.03830483502327,42.9,peak_season
147,0.4,7,60.1,Office Supplies,EMEA,Consumer,First Class,Africa,12,4,-8.918059860445684,-13.11,peak_season
329,0.0,2,122.06,Office Supplies,APAC,Consumer,Standard Class,South,12,4,14.857887892366692,48.88,peak_season
843,0.0,8,48.99,Office Supplies,US,Corporate,Standard Class,Oceania,12,4,10.253469709961617,86.44,peak_season
239,0.0,3,0.0,Technology,EU,Home Office,Second Class,Africa,11,4,15.17880325054694,36.28,peak_season
861,0.6,1,51.85,Office Supplies,LATAM,Home Office,Standard Class,Southeast Asia,12,4,-22.682282720939583,-195.29,peak_season
30,0.1,4,94.94,Office Supplies,APAC,Corporate,Standard Class,West,10,4,2.8913384914321902,0.87,peak_season
475,0.0,2,0.0,Office Supplies,EMEA,Consumer,Standard Class,Africa,12,4,15.142480404754929,71.93,peak_season
264,0.0,5,18.7,Office Supplies,APAC,Home Office,Standard Class,North,10,4,14.252784466040877,37.63,peak_season
194,0.7,2,27.22,Furniture,LATAM,Home Office,Standard Class,Central,11,4,-35.018681703934725,-67.94,peak_season
265,0.0,2,0.0,Furniture,LATAM,Consumer,Standard Class,South,12,4,13.212638595831997,35.01,peak_season
50,0.6,1,63.52,Office Supplies,EMEA,Corporate,Standard Class,EMEA,12,4,-18.85238176592712,-9.43,peak_season
206,0.0,2,19.45,Furniture,US,Consumer,Standard Class,Africa,11,4,12.681103436594666,26.12,peak_season
328,0.0,1,50.41,Technology,US,Corporate,First Class,North,11,4,17.02779547437309,55.85,peak_season
804,0.0,1,0.0,Office Supplies,LATAM,Home Office,Second Class,South,12,4,16.774326455255565,134.87,peak_season
162,0.0,5,1.31,Furniture,US,Consumer,Standard Class,Central,11,4,14.040661081430073,22.75,peak_season
129,0.4,5,67.77,Office Supplies,EU,Home Office,Standard Class,North,12,4,-8.077789290840935,-10.42,peak_season
165,0.0,4,5.01,Office Supplies,EMEA,Corporate,Standard Class,South,10,4,12.526163248695717,20.67,peak_season
512,0.0,1,125.33,Furniture,Africa,Home Office,Standard Class,West,12,4,12.829802296533542,65.69,peak_season
320,0.5,3,3.48,Office Supplies,APAC,Consumer,Standard Class,Central,12,4,-11.413558047523562,-36.52,peak_season
161,0.0,3,39.25,Furniture,US,Home Office,Second Class,Africa,10,4,10.21011282416481,16.44,peak_season
371,0.0,1,79.81,Furniture,APAC,Consumer,Standard Class,Central Asia,11,4,18.293818017397292,67.87,peak_season
266,0.5,7,0.0,Office Supplies,EU,Consumer,Standard Class,Central,10,4,-16.576892801956152,-44.09,peak_season
535,0.2,5,0.0,Furniture,LATAM,Consumer,Standard Class,North,12,4,0.09722104002040866,0.52,peak_season
140,0.0,3,0.0,Office Supplies,LATAM,Home Office,Second Class,Central,12,4,12.982543211980992,18.18,peak_season
189,0.15,4,98.72,Office Supplies,LATAM,Corporate,Standard Class,Africa,12,4,6.669812507760783,12.61,peak_season
180,0.2,4,0.0,Technology,US,Home Office,Second Class,Africa,10,4,0.7733349220941745,1.39,peak_season
76,0.0,1,172.95,Furniture,LATAM,Home Office,Standard Class,EMEA,11,4,10.361874603549836,7.88,peak_season
312,0.0,3,0.0,Office Supplies,US,Consumer,First Class,North,10,4,11.723636398954298,36.58,peak_season
303,0.4,2,36.95,Office Supplies,LATAM,Consumer,First Class,North Asia,11,4,-8.593984956323128,-26.04,peak_season
247,0.2,1,114.73,Technology,APAC,Consumer,Standard Class,Central,12,4,8.983342126526722,22.19,peak_season
204,0.0,3,141.32,Technology,US,Consumer,Standard Class,Central,12,4,19.938018561343654,40.67,peak_season
79,0.5,8,144.49,Technology,LATAM,Consumer,Standard Class,East,12,4,-19.114978082576677,-15.1,peak_season
176,0.4,5,95.61,Office Supplies,EU,Consumer,Standard Class,Africa,11,4,-2.873791041216359,-5.06,peak_season
187,0.0,2,85.05,Office Supplies,US,Consumer,Second Class,North Asia,12,4,15.885839821862605,29.71,peak_season
129,0.0,5,60.33,Office Supplies,LATAM,Consumer,First Class,Africa,12,4,12.670502578520999,16.34,peak_season
216,0.0,7,70.97,Technology,APAC,Consumer,Second Class,Southeast Asia,12,4,18.471383756972823,39.9,peak_season
340,0.4,6,0.0,Office Supplies,LATAM,Consumer,First Class,EMEA,12,4,-8.471430532491922,-28.8,peak_season
1114,0.0,4,0.0,Office Supplies,Africa,Home Office,Standard Class,West,11,4,12.99945384914531,144.81,peak_season
283,0.2,2,26.18,Furniture,US,Corporate,Standard Class,North Asia,10,4,0.5937500020262265,1.68,peak_season
302,0.4,5,16.62,Office Supplies,US,Home Office,Second Class,Africa,12,4,-10.822416862860923,-32.68,peak_season
232,0.7,4,0.41,Furniture,US,Consumer,Standard Class,Central,10,4,-31.21308597807007,-72.41,peak_season
53,0.0,6,66.28,Technology,APAC,Consumer,Second Class,South,11,4,15.941162592734747,8.45,peak_season
241,0.6,5,81.11,Furniture,EU,Corporate,Standard Class,Central,12,4,-28.29801386921896,-68.2,peak_season
258,0.0,6,31.44,Office Supplies,US,Consumer,Standard Class,South,12,4,15.437509410646152,39.83,peak_season
1768,0.7,2,111.03,Office Supplies,APAC,Consumer,Same Day,South,12,4,-25.244101690450986,-446.32,peak_season
211,0.0,6,0.0,Technology,LATAM,Consumer,Standard Class,Africa,10,4,19.544650788229117,41.24,peak_season
313,0.0,4,15.28,Furniture,LATAM,Consumer,Same Day,Africa,11,4,14.459775757905703,45.26,peak_season
239,0.4,8,0.0,Technology,EU,Consumer,Same Day,EMEA,12,4,-5.026979369955395,-12.01,peak_season
96,0.0,2,0.0,Office Supplies,Africa,Consumer,Second Class,Africa,12,4,13.40182350534929,12.87,peak_season
614,0.0,7,21.64,Technology,APAC,Corporate,Second Class,Central,12,4,20.518991593293567,125.99,peak_season
449,0.1,4,19.4,Technology,EU,Consumer,Standard Class,Central,12,4,7.927447380474195,35.59,peak_season
464,0.1,2,113.09,Technology,APAC,Consumer,First Class,Central,12,4,9.29798585246256,43.14,peak_season
119,0.2,2,62.52,Technology,Africa,Corporate,Standard Class,North,12,4,3.1073997857302658,3.7,peak_season
757,0.1,3,0.0,Furniture,APAC,Consumer,Standard Class,Central,10,4,9.240168177417932,69.95,peak_season
80,0.0,4,132.61,Technology,LATAM,Consumer,Second Class,South,12,4,20.828365542420226,16.66,peak_season
394,0.0,5,96.34,Office Supplies,US,Home Office,Standard Class,EMEA,12,4,16.461915711134985,64.86,peak_season
1421,0.0,2,59.73,Office Supplies,US,Consumer,Standard Class,Southeast Asia,12,4,18.215789595635393,258.85,peak_season
111,0.0,3,13.4,Office Supplies,EU,Consumer,Standard Class,Central,11,4,12.362151652764036,13.72,peak_season
156,0.5,8,0.0,Office Supplies,LATAM,Consumer,Standard Class,Oceania,12,4,-13.954214640417058,-21.77,peak_season
266,0.2,7,5.05,Office Supplies,LATAM,Consumer,First Class,Oceania,11,4,2.6244767148505073,6.98,peak_season
164,0.0,4,88.76,Office Supplies,LATAM,Corporate,Standard Class,Southeast Asia,12,4,17.54064631165474,28.77,peak_season
71,0.0,4,134.36,Office Supplies,APAC,Corporate,First Class,Central Asia,10,4,14.654327302343408,10.4,peak_season
260,0.15,4,114.8,Office Supplies,EU,Consumer,Second Class,Central,12,4,4.8451713347697565,12.6,peak_season
105,0.0,5,0.0,Furniture,LATAM,Corporate,First Class,Central,10,4,13.622725555682969,14.3,peak_season
360,0.2,1,0.0,Furniture,LATAM,Consumer,Standard Class,North Asia,10,4,2.6285075015736985,9.46,peak_season
118,0.0,3,34.45,Office Supplies,US,Consumer,Second Class,North,11,4,12.994964415459595,15.33,peak_season
851,0.2,1,0.0,Furniture,Africa,Corporate,Standard Class,Africa,12,4,-0.1832270140571283,-1.56,peak_season
131,0.0,4,44.89,Office Supplies,EU,Consumer,First Class,Oceania,11,4,11.824678099075042,15.49,peak_season
190,0.7,5,17.92,Office Supplies,APAC,Consumer,Standard Class,Oceania,11,4,-34.49418305247882,-65.54,peak_season
472,0.47,2,0.0,Office Supplies,APAC,Consumer,First Class,Central Asia,12,4,-12.598621105758813,-59.47,peak_season
92,0.0,7,0.0,Office Supplies,Africa,Consumer,Same Day,Canada,11,4,16.826716068763897,15.48,peak_season
295,0.1,1,55.8,Technology,LATAM,Consumer,Standard Class,West,12,4,12.786200427260177,37.72,peak_season
701,0.17,1,0.0,Technology,APAC,Home Office,Standard Class,South,12,4,1.9513148467368975,13.68,peak_season
68,0.1,4,0.0,Office Supplies,EU,Consumer,Second Class,North Asia,12,4,7.947451709770577,5.4,peak_season
285,0.0,6,0.0,Office Supplies,US,Consumer,Standard Class,Central,11,4,8.344956719846756,23.78,peak_season
303,0.2,7,24.8,Office Supplies,US,Consumer,First Class,South,12,4,7.109103322962554,21.54,peak_season
460,0.2,2,127.92,Office Supplies,LATAM,Corporate,Standard Class,North Asia,10,4,-0.2581637463542581,-1.19,peak_season
91,0.0,6,121.56,Office Supplies,APAC,Corporate,Standard Class,South,11,4,18.76621082837969,17.08,peak_season
85,0.1,3,0.19,Office Supplies,Africa,Corporate,Same Day,South,11,4,11.837608931052436,10.06,peak_season
374,0.47,3,0.0,Technology,LATAM,Corporate,Second Class,Central,12,4,-12.901771057608183,-48.25,peak_season
312,0.47,5,53.24,Furniture,US,Home Office,First Class,East,10,4,-19.598354853803233,-61.15,peak_season
301,0.0,5,0.0,Office Supplies,US,Consumer,Standard Class,North,12,4,16.051110649159014,48.31,peak_season
325,0.0,1,43.67,Furniture,EU,Corporate,Second Class,Oceania,12,4,9.467027888450787,30.77,peak_season
143,0.25,7,70.27,Office Supplies,LATAM,Home Office,Standard Class,South,11,4,0.3074539264746226,0.44,peak_season
296,0.6,7,96.68,Office Supplies,LATAM,Home Office,Second Class,Southeast Asia,10,4,-22.448482772420753,-66.45,peak_season
311,0.0,2,20.64,Office Supplies,EU,Home Office,Second Class,Southeast Asia,12,4,9.6565247566031,30.03,peak_season
139,0.17,4,14.71,Technology,EMEA,Consumer,Standard Class,South,12,4,1.1085959426266214,1.54,peak_season
1096,0.7,5,0.0,Furniture,Africa,Consumer,Standard Class,EMEA,12,4,-29.319947254516208,-321.35,peak_season
360,0.0,4,0.0,Office Supplies,APAC,Consumer,Standard Class,Central,11,4,13.315326761008123,47.94,peak_season
95,0.2,2,13.4,Office Supplies,APAC,Corporate,Second Class,Caribbean,11,4,1.3407305492576032,1.27,peak_season
416,0.0,2,47.42,Technology,Africa,Consumer,Standard Class,Oceania,11,4,20.087591517281357,83.56,peak_season
113,0.0,3,78.72,Office Supplies,US,Consumer,Second Class,Central Asia,10,4,18.520326829897336,20.93,peak_season
462,0.0,6,0.0,Furniture,EMEA,Home Office,Standard Class,South,10,4,11.182365835914572,51.66,peak_season
622,0.4,5,111.9,Office Supplies,APAC,Consumer,Second Class,Southeast Asia,12,4,-10.021796120729585,-62.34,peak_season
127,0.0,3,10.84,Office Supplies,EU,Home Office,Second Class,Southeast Asia,11,4,16.500429099341652,20.96,peak_season
532,0.0,5,25.15,Office Supplies,US,Consumer,Standard Class,Oceania,10,4,10.929193290901274,58.14,peak_season
342,0.0,1,0.0,Technology,US,Consumer,Standard Class,Caribbean,12,4,18.66945916424309,63.85,peak_season
475,0.0,6,0.0,Office Supplies,LATAM,Consumer,Standard Class,EMEA,12,4,16.655657915466463,79.11,peak_season
1124,0.17,1,77.03,Technology,APAC,Corporate,Second Class,Central,10,4,9.840690625252886,110.61,peak_season
202,0.0,3,68.59,Office Supplies,EU,Consumer,First Class,Oceania,12,4,9.189741892492606,18.56,peak_season
134,0.0,1,10.26,Technology,LATAM,Consumer,Standard Class,West,10,4,15.715934190573178,21.06,peak_season
120,0.1,1,30.21,Furniture,EU,Home Office,Second Class,Africa,10,4,3.3652102415296,4.04,peak_season
128,0.0,6,55.94,Technology,Africa,Consumer,Standard Class,Central,10,4,18.29966086322764,23.42,peak_season
231,0.0,2,0.0,Office Supplies,LATAM,Corporate,Standard Class,North,12,4,16.44223373930395,37.98,peak_season
323,0.0,4,0.0,Office Supplies,EMEA,Corporate,First Class,South,10,4,19.490131222337943,62.95,peak_season
307,0.0,3,71.88,Office Supplies,APAC,Consumer,Standard Class,EMEA,10,4,13.515103558895781,41.49,peak_season
477,0.0,5,0.0,Technology,US,Corporate,Standard Class,Oceania,11,4,16.507282505072357,78.74,peak_season
249,0.0,4,43.2,Office Supplies,Africa,Consumer,Standard Class,West,12,4,18.44901605663624,45.94,peak_season
788,0.0,1,0.0,Office Supplies,APAC,Corporate,Standard Class,South,11,4,15.889730815590916,125.21,peak_season
199,0.17,6,53.1,Office Supplies,APAC,Consumer,Standard Class,EMEA,11,4,8.60295453356392,17.12,peak_season
2172,0.0,2,24.33,Office Supplies,EU,Corporate,Standard Class,South,10,4,15.866184009029508,344.61,peak_season
406,0.2,1,0.0,Technology,APAC,Consumer,Second Class,Central,11,4,2.5286501438601876,10.27,peak_season
124,0.2,3,93.11,Office Supplies,US,Corporate,Standard Class,Southeast Asia,12,4,-0.9993850643334197,-1.24,peak_season
104,0.0,7,0.0,Technology,Africa,Consumer,Standard Class,North Asia,12,4,13.345463252823212,13.88,peak_season
362,0.1,5,0.0,Office Supplies,EU,Consumer,Standard Class,EMEA,11,4,10.98615550427542,39.77,peak_season
206,0.0,3,37.87,Office Supplies,LATAM,Consumer,Standard Class,West,11,4,18.565790469261024,38.25,peak_season
436,0.27,3,92.19,Office Supplies,EU,Consumer,Second Class,North Asia,10,4,4.34808642415914,18.96,peak_season
359,0.0,3,0.0,Office Supplies,US,Home Office,Same Day,East,11,4,17.52931599696972,62.93,peak_season
232,0.0,8,29.91,Office Supplies,APAC,Consumer,Standard Class,Central,10,4,18.48851573260496,42.89,peak_season
125,0.0,4,50.95,Technology,EU,Home Office,First Class,Central Asia,12,4,16.259951002038946,20.32,peak_season
73,0.37,4,66.09,Office Supplies,US,Home Office,Standard Class,EMEA,12,4,-10.66924745023157,-7.79,peak_season
172,0.0,6,36.49,Furniture,US,Corporate,Standard Class,South,12,4,14.55023799725266,25.03,peak_season
489,0.2,4,5.35,Office Supplies,LATAM,Consumer,Standard Class,Central,12,4,4.253042256718202,20.8,peak_season
292,0.0,3,0.0,Office Supplies,US,Consumer,Standard Class,North,12,4,15.322333123022677,44.74,peak_season
90,0.4,3,31.31,Technology,APAC,Corporate,Standard Class,Central,12,4,-4.83788555810103,-4.35,peak_season
283,0.0,3,0.0,Office Supplies,APAC,Consumer,Second Class,South,11,4,15.969556447374618,45.19,peak_season
335,0.5,3,0.0,Office Supplies,EMEA,Consumer,Standard Class,South,12,4,-11.148549420439316,-37.35,peak_season
121,0.0,5,51.39,Office Supplies,US,Corporate,First Class,Southeast Asia,11,4,18.88495675445087,22.85,peak_season
278,0.0,4,78.17,Office Supplies,APAC,Home Office,Standard Class,North Asia,11,4,16.632661057021043,46.24,peak_season
258,0.0,5,0.0,Furniture,LATAM,Corporate,Standard Class,South,12,4,14.537408617688785,37.51,peak_season
98,0.0,3,0.0,Office Supplies,APAC,Consumer,Second Class,East,11,4,16.542187657274326,16.21,peak_season
328,0.0,4,61.85,Technology,LATAM,Corporate,Standard Class,East,11,4,16.61649080389614,54.5,peak_season
386,0.0,1,144.26,Furniture,LATAM,Consumer,Standard Class,Southeast Asia,12,4,14.26969402473942,55.08,peak_season
586,0.4,6,27.57,Office Supplies,APAC,Consumer,Second Class,Central,10,4,-13.183485206577785,-77.26,peak_season
572,0.0,4,0.0,Furniture,EU,Home Office,First Class,Oceania,11,4,15.16167465688765,86.72,peak_season
81,0.0,6,15.9,Office Supplies,US,Consumer,Second Class,Central Asia,12,4,11.416431180701895,9.25,peak_season
116,0.0,1,105.15,Furniture,EU,Consumer,Second Class,Oceania,12,4,12.857409860384198,14.91,peak_season
372,0.0,8,0.0,Office Supplies,US,Consumer,Second Class,South,12,4,12.464538124721523,46.37,peak_season
371,0.0,3,0.0,Technology,APAC,Home Office,First Class,North,11,4,19.66016694922328,72.94,peak_season
372,0.0,6,0.0,Office Supplies,Africa,Corporate,Standard Class,Oceania,11,4,14.898224322216274,55.42,peak_season
5375,0.0,1,0.0,Office Supplies,EMEA,Corporate,Standard Class,North,12,4,10.215732125510003,549.1,peak_season
389,0.7,5,33.4,Technology,EMEA,Corporate,Standard Class,Central,12,4,-22.737901106944562,-88.45,peak_season
611,0.15,1,119.46,Technology,EMEA,Consumer,Standard Class,South,12,4,7.2662376695018684,44.4,peak_season
528,0.0,2,44.89,Office Supplies,Africa,Consumer,Second Class,Southeast Asia,10,4,17.643440162440108,93.16,peak_season
415,0.0,8,11.92,Office Supplies,EU,Consumer,Second Class,East,10,4,15.003977066203221,62.27,peak_season
191,0.2,3,9.66,Technology,APAC,Consumer,Standard Class,Central,12,4,7.186262956164114,13.73,peak_season
452,0.0,4,0.0,Technology,US,Consumer,Standard Class,Central Asia,11,4,15.127293134954364,68.38,peak_season
132,0.0,5,76.98,Furniture,US,Home Office,Second Class,South,12,4,10.232003305717914,13.51,peak_season
203,0.0,5,21.92,Technology,US,Consumer,Standard Class,Oceania,10,4,16.624084091696748,33.75,peak_season
167,0.1,4,16.03,Furniture,EU,Consumer,Second Class,West,12,4,8.570107440727668,14.31,peak_season
263,0.2,4,209.33,Technology,APAC,Consumer,Standard Class,Southeast Asia,12,4,11.032131263416467,29.01,peak_season
1570,0.0,9,43.49,Office Supplies,LATAM,Consumer,Standard Class,Central Asia,12,4,12.584484744771371,197.58,peak_season
55,0.0,3,0.0,Office Supplies,Africa,Home Office,Standard Class,South,10,4,18.23054443397304,10.03,peak_season
426,0.0,4,1.95,Technology,EU,Consumer,Standard Class,East,12,4,11.490967746822893,48.95,peak_season
67,0.1,6,92.18,Technology,EU,Consumer,First Class,Central,12,4,8.417431796723132,5.64,peak_season
168,0.0,6,32.87,Office Supplies,LATAM,Corporate,First Class,West,11,4,12.123664631439675,20.37,peak_season
589,0.0,6,0.0,Office Supplies,LATAM,Consumer,Second Class,West,12,4,10.942473931677833,64.45,peak_season
259,0.4,5,79.04,Furniture,EMEA,Consumer,Standard Class,Oceania,12,4,-16.75076516936274,-43.38,peak_season
104,0.0,1,0.0,Office Supplies,US,Consumer,Standard Class,South,12,4,16.23899673641339,16.89,peak_season
139,0.2,7,133.71,Office Supplies,US,Corporate,Second Class,East,12,4,2.3577969068164157,3.28,peak_season
424,0.0,1,88.26,Office Supplies,EU,Home Office,Second Class,Central,10,4,16.138216192815328,68.43,peak_season
137,0.0,4,0.75,Office Supplies,US,Corporate,Standard Class,Central,11,4,17.07141805836454,23.39,peak_season
293,0.0,2,99.77,Office Supplies,LATAM,Consumer,Standard Class,West,11,4,15.7968509795176,46.28,peak_season
255,0.1,3,30.26,Office Supplies,US,Home Office,Second Class,North,12,4,10.97328952845112,27.98,peak_season
146,0.7,4,75.24,Office Supplies,EU,Consumer,Standard Class,East,12,4,-27.208596858726807,-39.72,peak_season
1369,0.6,4,54.15,Technology,EU,Consumer,Standard Class,EMEA,12,4,-21.560980164917233,-295.17,peak_season
409,0.0,4,0.0,Office Supplies,US,Consumer,Standard Class,Central,11,4,18.17344254246239,74.33,peak_season
48,0.1,7,0.0,Furniture,Africa,Consumer,Standard Class,East,10,4,4.232663601656619,2.03,peak_season
286,0.0,5,85.39,Furniture,APAC,Consumer,First Class,Africa,12,4,9.193211103712722,26.29,peak_season
145,0.0,3,7.19,Office Supplies,EMEA,Corporate,Same Day,Central,11,4,14.466246372586806,20.98,peak_season
487,0.5,6,3.25,Technology,LATAM,Home Office,Standard Class,West,11,4,-14.738432757889539,-71.78,peak_season
130,0.0,6,0.0,Office Supplies,EU,Consumer,Standard Class,North,12,4,13.747708854031703,17.87,peak_season
224,0.0,1,50.65,Furniture,APAC,Consumer,Standard Class,Africa,10,4,13.0321617646904,29.19,peak_season
369,0.0,5,144.55,Office Supplies,LATAM,Consumer,Standard Class,North,11,4,16.04502521773838,59.21,peak_season
492,0.0,5,0.0,Technology,EU,Consumer,Standard Class,East,11,4,15.306509800723113,75.31,peak_season
94,0.0,3,27.76,Office Supplies,APAC,Corporate,Second Class,East,10,4,13.536883881153766,12.72,peak_season
188,0.2,7,107.29,Office Supplies,EU,Consumer,Standard Class,West,12,4,6.222999014310731,11.7,peak_season
168,0.0,3,21.81,Office Supplies,Africa,Home Office,Standard Class,Central,11,4,16.489200353201824,27.7,peak_season
146,0.5,4,52.3,Technology,APAC,Consumer,Standard Class,East,10,4,-5.774804881954375,-8.43,peak_season
1012,0.6,3,0.0,Technology,US,Consumer,Standard Class,Oceania,11,4,-14.459615478775417,-146.33,peak_season
340,0.0,4,50.92,Office Supplies,LATAM,Consumer,Standard Class,West,12,4,18.432879205679818,62.67,peak_season
89,0.0,1,15.65,Technology,US,Consumer,Standard Class,EMEA,11,4,13.836394348632595,12.31,peak_season
513,0.0,1,82.86,Office Supplies,LATAM,Consumer,Same Day,North Asia,12,4,17.291581054900266,88.71,peak_season
1346,0.2,7,94.41,Technology,APAC,Corporate,Standard Class,West,10,4,5.840679594909268,78.62,peak_season
563,0.0,2,174.75,Office Supplies,APAC,Consumer,Standard Class,Central,10,4,13.347054589385252,75.14,peak_season
73,0.2,1,59.59,Furniture,APAC,Corporate,First Class,EMEA,11,4,0.5040460215975855,0.37,peak_season
167,0.0,1,45.04,Office Supplies,APAC,Consumer,Same Day,North Asia,12,4,17.83563460383445,29.79,peak_season
679,0.0,2,37.51,Office Supplies,US,Consumer,Standard Class,Central,12,4,16.502494773012636,112.05,peak_season
